L 06/18/2010 - 16:24:50: Log file started (file "cstrike/addons/amxmodx/configs/csf_anticheat/logs/csf_ac_cmdflood.log") (game "cstrike") (amx "1.8.1.3746")
L 06/18/2010 - 16:24:50: CMDFlood * Nick: <~DENIS~> , IP: <10.33.102.109> , SteamID: <STEAM_0:4:1646092761> , CmdFlood: <vest>
L 02/09/2011 - 03:24:30: CMDFlood * Nick: <=)_PROexRacing_=)->Nike> , IP: <95.25.121.16> , SteamID: <STEAM_0:0:756169001> , CmdFlood: <vmodenable>
L 02/09/2011 - 06:53:58: CMDFlood * Nick: <***> , IP: <93.100.44.212> , SteamID: <STEAM_0:4:1052263282> , CmdFlood: <aBSY>
L 02/09/2011 - 08:00:15: CMDFlood * Nick: <DEFLANCE> , IP: <213.141.247.234> , SteamID: <STEAM_0:0:70064244> , CmdFlood: <aEZM>
L 02/09/2011 - 08:24:29: CMDFlood * Nick: <JIOIIIOK> , IP: <95.52.136.89> , SteamID: <STEAM_0:4:2020240243> , CmdFlood: <aVUK>
L 02/09/2011 - 10:07:26: CMDFlood * Nick: <gans_98rus> , IP: <194.105.207.242> , SteamID: <STEAM_0:0:1945527666> , CmdFlood: <vmodenable>
L 02/09/2011 - 12:11:29: CMDFlood * Nick: <[xXx]_real-boy | dRaKyla> , IP: <92.101.149.41> , SteamID: <STEAM_0:0:1359378737> , CmdFlood: <aSXZ>
L 02/09/2011 - 13:41:41: CMDFlood * Nick: <ThE EnD> , IP: <95.73.22.37> , SteamID: <STEAM_0:0:1834970811> , CmdFlood: <vmodenable>
L 02/09/2011 - 14:00:57: CMDFlood * Nick: <ncux['13]ds           SergeI D.> , IP: <178.44.220.241> , SteamID: <STEAM_0:4:742418181> , CmdFlood: <aTST>
L 02/09/2011 - 14:14:32: CMDFlood * Nick: <(-_-)> , IP: <91.191.181.70> , SteamID: <STEAM_0:4:2012524273> , CmdFlood: <vmodenable>
L 02/09/2011 - 14:48:07: CMDFlood * Nick: <Final`Fantasy | VaMIIuP> , IP: <178.216.78.12> , SteamID: <STEAM_0:4:1384717573> , CmdFlood: <aOGT>
L 02/09/2011 - 17:31:31: CMDFlood * Nick: <kakula> , IP: <178.66.229.10> , SteamID: <STEAM_0:4:1373425669> , CmdFlood: <aQWI>
L 02/09/2011 - 17:52:30: CMDFlood * Nick: <007> , IP: <85.174.242.123> , SteamID: <STEAM_0:4:1767319158> , CmdFlood: <aPWY>
L 02/09/2011 - 18:12:17: CMDFlood * Nick: <[www.make-amxserv.ru] - ivan> , IP: <95.53.154.226> , SteamID: <STEAM_0:4:635661299> , CmdFlood: <aCRC>
L 02/09/2011 - 18:52:59: CMDFlood * Nick: <LilWayne> , IP: <91.205.168.111> , SteamID: <STEAM_0:0:898427161> , CmdFlood: <vmodenable>
L 02/09/2011 - 19:17:54: CMDFlood * Nick: <makc cosoglas o_O> , IP: <85.140.55.129> , SteamID: <STEAM_0:0:1438684339> , CmdFlood: <vmodenable>
L 02/09/2011 - 19:25:58: CMDFlood * Nick: <psih> , IP: <91.196.178.7> , SteamID: <STEAM_0:0:971443108> , CmdFlood: <vmodenable>
L 02/09/2011 - 20:33:16: CMDFlood * Nick: <<<{W@NE$}>>> , IP: <95.52.151.165> , SteamID: <STEAM_0:4:107342707> , CmdFlood: <vmodenable>
L 02/09/2011 - 20:33:24: CMDFlood * Nick: <kakula> , IP: <178.66.251.41> , SteamID: <STEAM_0:4:1079234565> , CmdFlood: <aQWI>
L 02/09/2011 - 21:16:54: CMDFlood * Nick: <BoLBan> , IP: <188.123.240.174> , SteamID: <STEAM_0:0:1979102878> , CmdFlood: <aGWE>
L 02/09/2011 - 21:54:36: CMDFlood * Nick: <[Gag] l22lVLAD> , IP: <95.220.146.21> , SteamID: <STEAM_0:0:21753488> , CmdFlood: <aQPT>
L 02/10/2011 - 00:26:50: CMDFlood * Nick: <Patron163rus> , IP: <109.169.133.2> , SteamID: <STEAM_0:0:1362762829> , CmdFlood: <vmodenable>
L 02/10/2011 - 01:17:58: CMDFlood * Nick: <SI HELLO TO MY LITTLE FRIEND> , IP: <91.100.100.65> , SteamID: <STEAM_0:1:8825148> , CmdFlood: <vmodenable>
L 02/10/2011 - 01:56:11: CMDFlood * Nick: <MoMuK> , IP: <188.134.32.31> , SteamID: <STEAM_0:0:423851411> , CmdFlood: <vmodenable>
L 02/10/2011 - 01:57:36: CMDFlood * Nick: <Wovanchik> , IP: <188.134.32.151> , SteamID: <STEAM_0:0:231368868> , CmdFlood: <aSBR>
L 02/10/2011 - 01:59:46: CMDFlood * Nick: <Spander> , IP: <109.111.150.132> , SteamID: <STEAM_0:0:699951227> , CmdFlood: <aYJJ>
L 02/10/2011 - 04:13:45: CMDFlood * Nick: <Sparta> , IP: <94.142.29.37> , SteamID: <STEAM_0:0:1168089739> , CmdFlood: <vmodenable>
L 02/10/2011 - 08:10:21: CMDFlood * Nick: <<<{W@NE$}>>> , IP: <95.52.159.158> , SteamID: <STEAM_0:4:467790707> , CmdFlood: <vmodenable>
L 02/10/2011 - 08:14:23: CMDFlood * Nick: <PumPoN4iK> , IP: <93.100.141.57> , SteamID: <STEAM_0:0:629207750> , CmdFlood: <vmodenable>
L 02/10/2011 - 09:43:43: CMDFlood * Nick: <<<{W@NE$}>>> , IP: <95.52.133.141> , SteamID: <STEAM_0:4:309128051> , CmdFlood: <vmodenable>
L 02/10/2011 - 10:47:45: CMDFlood * Nick: <Mad> , IP: <178.67.193.206> , SteamID: <STEAM_0:0:1230871263> , CmdFlood: <vmodenable>
L 02/10/2011 - 11:33:20: CMDFlood * Nick: <<<{W@NE$}>>> , IP: <95.52.133.141> , SteamID: <STEAM_0:4:309128051> , CmdFlood: <vmodenable>
L 02/10/2011 - 12:29:14: CMDFlood * Nick: <Rav_4a=--->> , IP: <89.250.157.200> , SteamID: <STEAM_0:0:904209662> , CmdFlood: <vmodenable>
L 02/10/2011 - 12:29:15: CMDFlood * Nick: <.:e[X]cEss:.>STIG> , IP: <109.226.64.209> , SteamID: <STEAM_0:0:1554702771> , CmdFlood: <vmodenable>
L 02/10/2011 - 12:47:07: CMDFlood * Nick: <Hard_Line*tm|pamp> , IP: <93.81.152.56> , SteamID: <STEAM_0:0:716037511> , CmdFlood: <vmodenable>
L 02/10/2011 - 12:51:10: CMDFlood * Nick: <Rzn.62> , IP: <91.203.67.4> , SteamID: <STEAM_0:0:17512748> , CmdFlood: <aUWX>
L 02/10/2011 - 13:38:03: CMDFlood * Nick: <Patron163rus> , IP: <109.169.247.230> , SteamID: <STEAM_0:0:1362762829> , CmdFlood: <vmodenable>
L 02/10/2011 - 14:13:02: CMDFlood * Nick: <[o] Rav_4a=--->> , IP: <89.250.157.200> , SteamID: <STEAM_0:0:904209662> , CmdFlood: <vmodenable>
L 02/10/2011 - 14:25:36: CMDFlood * Nick: <>>Nokia<< [NF]> , IP: <95.143.218.44> , SteamID: <STEAM_0:0:1166498830> , CmdFlood: <aUUQ>
L 02/10/2011 - 14:26:51: CMDFlood * Nick: <<=boombu4a=>> , IP: <91.202.92.84> , SteamID: <STEAM_0:4:2122323057> , CmdFlood: <vmodenable>
L 02/10/2011 - 14:53:55: CMDFlood * Nick: <Rzn.62> , IP: <91.203.67.4> , SteamID: <STEAM_0:0:17512748> , CmdFlood: <aUWX>
L 02/10/2011 - 14:54:02: CMDFlood * Nick: <+z> , IP: <10.51.171.9> , SteamID: <STEAM_0:0:446537704> , CmdFlood: <aDBC>
L 02/10/2011 - 15:31:11: CMDFlood * Nick: <Hu|KoT|uH> , IP: <79.172.15.225> , SteamID: <STEAM_0:0:1312119092> , CmdFlood: <vmodenable>
L 02/10/2011 - 15:56:57: CMDFlood * Nick: <<<{W@NE$}>>> , IP: <178.65.27.213> , SteamID: <STEAM_0:4:1042534789> , CmdFlood: <vmodenable>
L 02/10/2011 - 17:16:26: CMDFlood * Nick: <~C(0_o)LHarD~> , IP: <94.137.7.166> , SteamID: <STEAM_0:4:128824819> , CmdFlood: <aNSS>
L 02/10/2011 - 17:20:43: CMDFlood * Nick: <[KST][Ka$t__Bk]> , IP: <94.180.180.22> , SteamID: <STEAM_0:0:1164688441> , CmdFlood: <aSDM>
L 02/10/2011 - 17:35:54: CMDFlood * Nick: <No Swear> , IP: <95.29.139.14> , SteamID: <STEAM_0:4:1407975411> , CmdFlood: <aALE>
L 02/10/2011 - 19:33:15: CMDFlood * Nick: <Ivan> , IP: <109.205.252.18> , SteamID: <STEAM_0:4:1573918698> , CmdFlood: <vmodenable>
L 02/10/2011 - 19:41:17: CMDFlood * Nick: <Animals planet|KAnuTAH yJIuTKA> , IP: <95.29.185.31> , SteamID: <STEAM_0:0:221580294> , CmdFlood: <vmodenable>
L 02/10/2011 - 20:45:55: CMDFlood * Nick: <-eska> , IP: <95.37.28.50> , SteamID: <STEAM_0:0:164843374> , CmdFlood: <aOSL>
L 02/10/2011 - 20:48:44: CMDFlood * Nick: <POTAHbl^tm [AnDrEi RuLiT]> , IP: <46.146.172.190> , SteamID: <STEAM_0:0:503170331> , CmdFlood: <vmodenable>
L 02/10/2011 - 21:01:51: CMDFlood * Nick: <lol> , IP: <91.78.228.187> , SteamID: <STEAM_0:0:1167417442> , CmdFlood: <vmodenable>
L 02/10/2011 - 21:43:33: CMDFlood * Nick: <- captain -> , IP: <178.176.81.118> , SteamID: <STEAM_0:4:1871096069> , CmdFlood: <119>
L 02/10/2011 - 21:53:34: CMDFlood * Nick: </gamer/ zu-zu> , IP: <81.94.31.171> , SteamID: <STEAM_0:0:1426465699> , CmdFlood: <aALX>
L 02/10/2011 - 22:08:33: CMDFlood * Nick: <Me<---N-->-RT> , IP: <91.198.212.3> , SteamID: <STEAM_0:0:1438931865> , CmdFlood: <aQXF>
L 02/10/2011 - 22:09:03: CMDFlood * Nick: <~=>>C0r6@nD@ll@s<<=~> , IP: <95.73.30.141> , SteamID: <STEAM_0:0:1828691360> , CmdFlood: <aEDY>
L 02/10/2011 - 22:09:17: CMDFlood * Nick: <Life> , IP: <91.204.228.135> , SteamID: <STEAM_0:0:2140627781> , CmdFlood: <aUES>
L 02/10/2011 - 23:55:08: CMDFlood * Nick: <palyun> , IP: <62.165.1.204> , SteamID: <STEAM_0:0:2097205557> , CmdFlood: <vmodenable>
L 02/11/2011 - 08:49:05: CMDFlood * Nick: <*opa4ki*> , IP: <92.53.111.232> , SteamID: <STEAM_0:4:546958322> , CmdFlood: <aMXH>
L 02/11/2011 - 10:13:16: CMDFlood * Nick: <painkiller> , IP: <91.185.69.129> , SteamID: <STEAM_0:4:336375281> , CmdFlood: <aUYO>
L 02/11/2011 - 10:50:47: CMDFlood * Nick: <[S].[K].[I].vampire> , IP: <92.101.97.200> , SteamID: <STEAM_0:0:958692386> , CmdFlood: <aKWG>
L 02/11/2011 - 10:53:46: CMDFlood * Nick: <DuKuu CTo9K> , IP: <91.202.255.251> , SteamID: <STEAM_0:0:1631648134> , CmdFlood: <aFBM>
L 02/11/2011 - 11:39:29: CMDFlood * Nick: <koks> , IP: <95.52.131.12> , SteamID: <STEAM_0:0:1902361611> , CmdFlood: <aTSX>
L 02/11/2011 - 11:40:20: CMDFlood * Nick: <Patron163rus> , IP: <109.169.227.113> , SteamID: <STEAM_0:0:1362762829> , CmdFlood: <vmodenable>
L 02/11/2011 - 12:34:01: CMDFlood * Nick: <Columbiec.> , IP: <95.53.197.169> , SteamID: <STEAM_0:0:494407878> , CmdFlood: <aGSX>
L 02/11/2011 - 12:59:45: CMDFlood * Nick: <GhosTRideR> , IP: <46.0.2.149> , SteamID: <STEAM_0:0:1225970454> , CmdFlood: <vmodenable>
L 02/11/2011 - 14:28:56: CMDFlood * Nick: <bingo> , IP: <95.52.201.124> , SteamID: <STEAM_0:0:596724508> , CmdFlood: <aMMO>
L 02/11/2011 - 14:49:52: CMDFlood * Nick: <-(0_0)-> , IP: <46.0.7.188> , SteamID: <STEAM_0:0:24516329> , CmdFlood: <aJKH>
L 02/11/2011 - 15:47:56: CMDFlood * Nick: <Patron163rus> , IP: <95.67.166.9> , SteamID: <STEAM_0:0:1362762829> , CmdFlood: <vmodenable>
L 02/11/2011 - 16:19:56: CMDFlood * Nick: <tatka> , IP: <89.31.88.131> , SteamID: <STEAM_0:4:352485104> , CmdFlood: <vmodenable>
L 02/11/2011 - 17:04:23: CMDFlood * Nick: <~C(0_o)LHarD~> , IP: <94.137.24.180> , SteamID: <STEAM_0:4:245511667> , CmdFlood: <aNSS>
L 02/11/2011 - 17:06:13: CMDFlood * Nick: <Patron163rus> , IP: <95.67.166.9> , SteamID: <STEAM_0:0:1362762829> , CmdFlood: <vmodenable>
L 02/11/2011 - 17:28:39: CMDFlood * Nick: <^_^> , IP: <2.95.3.175> , SteamID: <STEAM_0:4:53468893> , CmdFlood: <vmodenable>
L 02/11/2011 - 17:37:40: CMDFlood * Nick: <FraG.tm ||*cmar4ok*> , IP: <79.164.39.95> , SteamID: <STEAM_0:0:1768170222> , CmdFlood: <vmodenable>
L 02/11/2011 - 17:59:54: CMDFlood * Nick: <***nlo***> , IP: <78.36.188.146> , SteamID: <STEAM_0:0:1503265017> , CmdFlood: <aUES>
L 02/11/2011 - 18:13:40: CMDFlood * Nick: <<<{W@NE$}>>> , IP: <95.52.139.53> , SteamID: <STEAM_0:4:1315695475> , CmdFlood: <vmodenable>
L 02/11/2011 - 18:52:33: CMDFlood * Nick: <LaMeR> , IP: <194.9.235.41> , SteamID: <STEAM_0:0:1968353973> , CmdFlood: <vmodenable>
L 02/11/2011 - 19:11:34: CMDFlood * Nick: <Alko.tm | iSvolo4b> , IP: <188.134.40.163> , SteamID: <STEAM_0:1:16795058> , CmdFlood: <aYCG>
L 02/11/2011 - 19:21:32: CMDFlood * Nick: <77777> , IP: <109.248.128.161> , SteamID: <STEAM_0:0:432113115> , CmdFlood: <vmodenable>
L 02/11/2011 - 19:24:00: CMDFlood * Nick: <>Vip[TUZ]<Andrey.S> , IP: <78.36.101.101> , SteamID: <STEAM_0:0:161294942> , CmdFlood: <vmodenable>
L 02/11/2011 - 19:30:09: CMDFlood * Nick: <gm1*ee*> , IP: <95.221.167.182> , SteamID: <STEAM_0:0:634617250> , CmdFlood: <aUUK>
L 02/11/2011 - 20:01:58: CMDFlood * Nick: <Frezer> , IP: <91.192.20.24> , SteamID: <STEAM_0:0:1014343586> , CmdFlood: <aUJX>
L 02/11/2011 - 20:49:47: CMDFlood * Nick: <Calvin Klein> , IP: <92.100.179.224> , SteamID: <STEAM_0:0:2103373531> , CmdFlood: <aIJL>
L 02/11/2011 - 20:58:15: CMDFlood * Nick: <21St 57 rus> , IP: <109.61.205.92> , SteamID: <STEAM_0:0:1161839634> , CmdFlood: <vmodenable>
L 02/11/2011 - 22:18:42: CMDFlood * Nick: <9I Pycckuu> , IP: <178.140.115.203> , SteamID: <STEAM_0:0:362854729> , CmdFlood: <vmodenable>
L 02/11/2011 - 22:22:04: CMDFlood * Nick: <mmm> , IP: <91.194.247.232> , SteamID: <STEAM_0:0:834727224> , CmdFlood: <vmodenable>
L 02/11/2011 - 22:31:55: CMDFlood * Nick: <bamby4aa> , IP: <172.22.39.104> , SteamID: <STEAM_0:0:1998888616> , CmdFlood: <vmodenable>
L 02/12/2011 - 01:22:45: CMDFlood * Nick: <snejok> , IP: <188.134.34.71> , SteamID: <STEAM_0:4:2000630274> , CmdFlood: <vmodenable>
L 02/12/2011 - 02:02:13: CMDFlood * Nick: <757> , IP: <89.23.17.167> , SteamID: <STEAM_0:4:119995120> , CmdFlood: <aCLM>
L 02/12/2011 - 05:53:18: CMDFlood * Nick: <RED> , IP: <91.206.126.245> , SteamID: <STEAM_0:0:2032438639> , CmdFlood: <vmodenable>
L 02/12/2011 - 07:03:28: CMDFlood * Nick: <Desant76DIIID_1140AP> , IP: <95.161.24.98> , SteamID: <STEAM_0:0:1023910388> , CmdFlood: <aXTW>
L 02/12/2011 - 07:47:02: CMDFlood * Nick: <<<w@ne$>>> , IP: <95.52.139.53> , SteamID: <STEAM_0:4:1315695475> , CmdFlood: <vmodenable>
L 02/12/2011 - 11:11:51: CMDFlood * Nick: <P@VLin> , IP: <78.36.94.9> , SteamID: <STEAM_0:0:227560019> , CmdFlood: <vmodenable>
L 02/12/2011 - 11:14:53: CMDFlood * Nick: <<KoRoMaN>> , IP: <94.75.46.88> , SteamID: <STEAM_0:0:1428510515> , CmdFlood: <aZAN>
L 02/12/2011 - 11:44:06: CMDFlood * Nick: <hE O_O> , IP: <92.255.213.209> , SteamID: <STEAM_0:0:96753978> , CmdFlood: <vmodenable>
L 02/12/2011 - 12:56:48: CMDFlood * Nick: <9I Pycckuu> , IP: <178.140.120.160> , SteamID: <STEAM_0:0:362854729> , CmdFlood: <vmodenable>
L 02/12/2011 - 13:24:39: CMDFlood * Nick: <<<w@ne$>>> , IP: <178.65.1.182> , SteamID: <STEAM_0:4:263115141> , CmdFlood: <vmodenable>
L 02/12/2011 - 13:55:45: CMDFlood * Nick: <banditko 228> , IP: <95.53.206.197> , SteamID: <STEAM_0:4:910781427> , CmdFlood: <cd_version>
L 02/12/2011 - 14:33:27: CMDFlood * Nick: <Rzn.62> , IP: <91.203.67.4> , SteamID: <STEAM_0:0:17512748> , CmdFlood: <aUWX>
L 02/12/2011 - 14:51:38: CMDFlood * Nick: <[35__RUS](fer) nrodid}{i> , IP: <92.101.171.56> , SteamID: <STEAM_0:4:1224459250> , CmdFlood: <vmodenable>
L 02/12/2011 - 16:00:21: CMDFlood * Nick: <Kakasi> , IP: <178.217.111.236> , SteamID: <STEAM_0:0:2044899991> , CmdFlood: <aIYC>
L 02/12/2011 - 16:45:01: CMDFlood * Nick: <<<w@ne$>>> , IP: <178.65.1.182> , SteamID: <STEAM_0:4:263115141> , CmdFlood: <vmodenable>
L 02/12/2011 - 17:03:48: CMDFlood * Nick: <***X-team-_-!!!Elit^pRo***> , IP: <91.192.20.44> , SteamID: <STEAM_0:0:1562035958> , CmdFlood: <vmodenable>
L 02/12/2011 - 17:36:53: CMDFlood * Nick: <bond[it-14]> , IP: <212.106.39.65> , SteamID: <STEAM_0:4:1950204982> , CmdFlood: <aZUD>
L 02/12/2011 - 17:49:52: CMDFlood * Nick: <painkiller> , IP: <91.185.69.129> , SteamID: <STEAM_0:4:336375281> , CmdFlood: <aUYO>
L 02/12/2011 - 17:51:44: CMDFlood * Nick: <Mone> , IP: <95.53.139.46> , SteamID: <STEAM_0:0:937081044> , CmdFlood: <aYUL>
L 02/12/2011 - 18:32:23: CMDFlood * Nick: <unnamed> , IP: <95.72.66.228> , SteamID: <STEAM_0:0:1297453593> , CmdFlood: <aQEQ>
L 02/12/2011 - 18:32:59: CMDFlood * Nick: <kakula> , IP: <178.71.102.176> , SteamID: <STEAM_0:4:211636869> , CmdFlood: <aQWI>
L 02/12/2011 - 18:33:06: CMDFlood * Nick: <~DJ_cool~> , IP: <95.81.214.63> , SteamID: <STEAM_0:4:1262836211> , CmdFlood: <aGOJ>
L 02/12/2011 - 18:48:11: CMDFlood * Nick: <(((h!tm@n)))> , IP: <78.85.163.242> , SteamID: <STEAM_0:0:31479054> , CmdFlood: <vmodenable>
L 02/12/2011 - 18:58:51: CMDFlood * Nick: <Tomas> , IP: <188.65.8.131> , SteamID: <STEAM_0:4:355094914> , CmdFlood: <vmodenable>
L 02/12/2011 - 19:00:41: CMDFlood * Nick: <dgekson> , IP: <92.100.142.148> , SteamID: <STEAM_0:0:141848048> , CmdFlood: <aQVJ>
L 02/12/2011 - 19:18:42: CMDFlood * Nick: <MAFIA 60rus> , IP: <78.36.242.94> , SteamID: <STEAM_0:4:2077713275> , CmdFlood: <aRFB>
L 02/12/2011 - 19:21:00: CMDFlood * Nick: <JB> , IP: <91.197.50.149> , SteamID: <STEAM_0:0:1299168660> , CmdFlood: <aEDZ>
L 02/12/2011 - 19:51:05: CMDFlood * Nick: <[No-MyAC]sanya:)):))> , IP: <87.255.14.2> , SteamID: <STEAM_0:0:763766265> , CmdFlood: <vmodenable>
L 02/12/2011 - 19:54:43: CMDFlood * Nick: <kenny> , IP: <91.192.136.66> , SteamID: <STEAM_0:0:1435679302> , CmdFlood: <aLTP>
L 02/12/2011 - 20:55:24: CMDFlood * Nick: <RUSSIA2011> , IP: <88.201.147.94> , SteamID: <STEAM_0:0:2038375541> , CmdFlood: <vmodenable>
L 02/12/2011 - 21:32:51: CMDFlood * Nick: <9I Pycckuu> , IP: <178.140.120.160> , SteamID: <STEAM_0:0:362854729> , CmdFlood: <vmodenable>
L 02/12/2011 - 21:34:37: CMDFlood * Nick: <Kusto> , IP: <95.73.38.210> , SteamID: <STEAM_0:4:1035818483> , CmdFlood: <vmodenable>
L 02/12/2011 - 22:53:14: CMDFlood * Nick: <001> , IP: <94.181.79.173> , SteamID: <STEAM_0:4:34188275> , CmdFlood: <vmodenable>
L 02/12/2011 - 23:11:45: CMDFlood * Nick: <(1)1Kn1fe!!111> , IP: <217.150.37.109> , SteamID: <STEAM_0:0:1063224392> , CmdFlood: <vban>
L 02/13/2011 - 01:19:58: CMDFlood * Nick: <mc> , IP: <85.26.173.2> , SteamID: <STEAM_0:4:1442380918> , CmdFlood: <vmodenable>
L 02/13/2011 - 01:57:57: CMDFlood * Nick: <cReMo$o_F@N> , IP: <95.32.173.111> , SteamID: <STEAM_0:4:1668866419> , CmdFlood: <aMYH>
L 02/13/2011 - 03:02:35: CMDFlood * Nick: <OTMOROZOK> , IP: <82.200.11.120> , SteamID: <STEAM_0:0:686241207> , CmdFlood: <aZLP>
L 02/13/2011 - 04:33:01: CMDFlood * Nick: <Force I Union> , IP: <188.134.35.129> , SteamID: <STEAM_0:0:863744343> , CmdFlood: <vmodenable>
L 02/13/2011 - 06:03:51: CMDFlood * Nick: <[K.O.R.S.H.]> , IP: <91.79.112.14> , SteamID: <STEAM_0:0:829083197> , CmdFlood: <aQZS>
L 02/13/2011 - 10:02:16: CMDFlood * Nick: <NONAME> , IP: <62.183.85.120> , SteamID: <STEAM_0:4:1753524931> , CmdFlood: <vmodenable>
L 02/13/2011 - 10:30:26: CMDFlood * Nick: <CH@P@EFF> , IP: <92.101.175.215> , SteamID: <STEAM_0:4:1064944626> , CmdFlood: <aYLN>
L 02/13/2011 - 10:44:18: CMDFlood * Nick: <Jaguar 933> , IP: <93.178.90.156> , SteamID: <STEAM_0:0:1775381829> , CmdFlood: <aOBD>
L 02/13/2011 - 11:50:22: CMDFlood * Nick: <sacha> , IP: <77.72.136.234> , SteamID: <STEAM_0:0:329090823> , CmdFlood: <vmodenable>
L 02/13/2011 - 12:42:54: CMDFlood * Nick: <-_-_-> , IP: <95.53.52.99> , SteamID: <STEAM_0:0:1769481440> , CmdFlood: <vmodenable>
L 02/13/2011 - 12:58:44: CMDFlood * Nick: <<Pro>CeDr(OnE_DeFoL))> , IP: <95.73.45.10> , SteamID: <STEAM_0:4:1371067891> , CmdFlood: <vmodenable>
L 02/13/2011 - 13:19:43: CMDFlood * Nick: <SANUA> , IP: <92.100.207.88> , SteamID: <STEAM_0:0:1294183857> , CmdFlood: <vmodenable>
L 02/13/2011 - 13:30:24: CMDFlood * Nick: <KaPany3> , IP: <78.36.176.58> , SteamID: <STEAM_0:0:824329971> , CmdFlood: <vmodenable>
L 02/13/2011 - 14:01:53: CMDFlood * Nick: <kakula> , IP: <178.66.205.42> , SteamID: <STEAM_0:4:1103679493> , CmdFlood: <aQWI>
L 02/13/2011 - 14:08:54: CMDFlood * Nick: <LSD> , IP: <77.41.75.159> , SteamID: <STEAM_0:4:453764602> , CmdFlood: <vmodenable>
L 02/13/2011 - 14:43:30: CMDFlood * Nick: <DODO> , IP: <95.54.39.34> , SteamID: <STEAM_0:0:493632682> , CmdFlood: <vmodenable>
L 02/13/2011 - 15:36:07: CMDFlood * Nick: <JIyHTuK> , IP: <178.130.4.70> , SteamID: <STEAM_0:0:352547479> , CmdFlood: <aKXS>
L 02/13/2011 - 16:04:58: CMDFlood * Nick: <[o] ki> , IP: <91.202.198.201> , SteamID: <STEAM_0:4:810357873> , CmdFlood: <aBDP>
L 02/13/2011 - 16:29:55: CMDFlood * Nick: <Krivetka_MAXIM> , IP: <92.100.131.92> , SteamID: <STEAM_0:0:1631970191> , CmdFlood: <vmodenable>
L 02/13/2011 - 17:22:54: CMDFlood * Nick: <[CS_X7] Dim(O)n**> , IP: <178.204.26.187> , SteamID: <STEAM_0:0:1160949769> , CmdFlood: <aIDE>
L 02/13/2011 - 18:02:12: CMDFlood * Nick: <<<w@ne$>>> , IP: <178.65.63.239> , SteamID: <STEAM_0:4:590467461> , CmdFlood: <vmodenable>
L 02/13/2011 - 18:15:27: CMDFlood * Nick: <PyraHb DbImA}> , IP: <95.25.185.27> , SteamID: <STEAM_0:4:1500708339> , CmdFlood: <vmodenable>
L 02/13/2011 - 19:21:42: CMDFlood * Nick: <KaI> , IP: <2.94.22.4> , SteamID: <STEAM_0:4:1453678173> , CmdFlood: <aGTP>
L 02/13/2011 - 20:29:40: CMDFlood * Nick: <KOLDUN> , IP: <95.54.101.14> , SteamID: <STEAM_0:0:1531150938> , CmdFlood: <aHIZ>
L 02/13/2011 - 20:30:57: CMDFlood * Nick: <kes> , IP: <78.31.244.102> , SteamID: <STEAM_0:0:166416411> , CmdFlood: <vmodenable>
L 02/13/2011 - 20:31:17: CMDFlood * Nick: </la6eaH.tm|Dimon> , IP: <178.65.43.14> , SteamID: <STEAM_0:0:1502313070> , CmdFlood: <aJRU>
L 02/13/2011 - 20:40:28: CMDFlood * Nick: <kill [116 rus]> , IP: <109.73.195.39> , SteamID: <STEAM_0:0:1839302350> , CmdFlood: <aCPN>
L 02/13/2011 - 21:21:10: CMDFlood * Nick: <Mr.Fucking> , IP: <91.214.243.2> , SteamID: <STEAM_0:4:1440193137> , CmdFlood: <vmodenable>
L 02/13/2011 - 22:55:16: CMDFlood * Nick: <supergrecha> , IP: <109.252.106.166> , SteamID: <STEAM_0:0:1227017411> , CmdFlood: <aJJU>
L 02/13/2011 - 23:20:03: CMDFlood * Nick: <Xoxa> , IP: <188.242.63.22> , SteamID: <STEAM_0:0:1147929261> , CmdFlood: <vmodenable>
L 02/14/2011 - 00:14:07: CMDFlood * Nick: <sLap | Alex47_DeadMoroz*> , IP: <95.79.12.177> , SteamID: <STEAM_0:4:203970291> , CmdFlood: <vmodenable>
L 02/14/2011 - 01:12:59: CMDFlood * Nick: <}l{eka> , IP: <92.101.145.136> , SteamID: <STEAM_0:0:1092258433> , CmdFlood: <vmodenable>
L 02/14/2011 - 01:36:50: CMDFlood * Nick: <Artem> , IP: <178.130.3.11> , SteamID: <STEAM_0:0:1090652214> , CmdFlood: <vmodenable>
L 02/14/2011 - 05:42:24: CMDFlood * Nick: <Emo_klubnichka> , IP: <188.128.77.113> , SteamID: <STEAM_0:4:1812508930> , CmdFlood: <vmodenable>
L 02/14/2011 - 09:39:38: CMDFlood * Nick: <Vampir> , IP: <94.75.181.211> , SteamID: <STEAM_0:0:1633675173> , CmdFlood: <vmodenable>
L 02/14/2011 - 12:10:20: CMDFlood * Nick: <No Fascist !?> , IP: <95.105.29.15> , SteamID: <STEAM_0:0:295359729> , CmdFlood: <vmodenable>
L 02/14/2011 - 13:01:49: CMDFlood * Nick: <*LaGGeR> , IP: <178.49.68.16> , SteamID: <STEAM_0:0:1645555597> , CmdFlood: <vmodenable>
L 02/14/2011 - 13:13:10: CMDFlood * Nick: <== Nike SB==> , IP: <94.41.24.254> , SteamID: <STEAM_0:0:905369640> , CmdFlood: <vmodenable>
L 02/14/2011 - 14:04:43: CMDFlood * Nick: <GRIN> , IP: <82.196.86.183> , SteamID: <STEAM_0:0:770792590> , CmdFlood: <vmodenable>
